0 254.472
1000 251.116072501
2000 248.154200339
3000 245.404334991
4000 243.686525613
5000 242.085559331
6000 240.498995153
7000 239.754829755
8000 238.742898919
9000 238.477713752
10000 237.606150596
11000 237.318121589
12000 236.542009351
13000 236.503723113
14000 235.821297494
15000 235.660672932
16000 235.440088931
17000 235.381383076
18000 235.184109455
19000 234.881620371
20000 234.76574281
21000 234.425119386
22000 234.552421207
23000 234.195900952
24000 234.434839256
25000 234.260720562
26000 234.44448803
27000 234.2162325
28000 234.238319604
29000 234.086416318
30000 233.791943253
31000 233.917493902
32000 233.683067953
33000 233.79907152
34000 233.702660518
35000 234.037157852
36000 233.826641111
37000 233.925564966
38000 233.776004828
39000 233.778935088
40000 233.763300614
41000 233.676500346
42000 233.736870144
43000 233.536390893
44000 233.776185611
45000 233.607821242
46000 233.70631043
47000 233.395926909
48000 233.515516385
49000 233.397782505
50000 233.483630799
51000 233.416825453
52000 233.239751305
53000 233.216659559
54000 233.352560295
55000 233.490722845
56000 233.460676923
57000 233.553836638
58000 233.300856417
59000 233.326183812
60000 233.244012155
61000 233.507678036
62000 233.337520704
63000 233.52500899
64000 233.394896948
65000 233.34989928
66000 233.42006328
67000 233.418576884
68000 233.470106882
69000 233.474297762
70000 233.55553858
71000 233.560573222
72000 233.737384717
73000 233.648871711
74000 233.904483295
75000 233.553746595
76000 233.65481767
77000 233.539917061
78000 233.484447527
79000 233.588363146
80000 233.495474983
81000 233.618717229
82000 233.478302129
83000 233.693509624
84000 233.702546748
85000 233.851882575
86000 233.742154481
87000 233.984380442
88000 233.922929983
89000 234.107403388
90000 234.045282765
91000 233.904923343
92000 233.864600549
93000 233.759811433
94000 233.884238455
95000 233.709700471
96000 233.975803584
97000 233.731706908
98000 234.033508135
99000 233.737520315
100000 234.009295062
101000 233.813214585
102000 233.81734465
103000 233.920479142
104000 233.828915684
105000 233.82505475
106000 233.557449701
107000 233.713541506
108000 233.755761349
109000 233.935193874
110000 233.808881319
111000 233.973197179
112000 233.899263058
113000 234.087127382
114000 233.976331436
115000 234.038044394
116000 234.130970381
117000 234.247070297
118000 234.422838137
119000 234.43873229
120000 234.456909438
121000 234.405135179
122000 234.344200083
123000 234.356429678
124000 234.42674101
125000 234.503456979
126000 234.487726359
127000 234.456411026
128000 234.434936152
129000 234.496692054
130000 234.56666197
131000 234.575430446
132000 234.715811884
133000 234.568971468
134000 234.607500858
135000 234.522794273
136000 234.645758332
137000 234.664867822
138000 234.407751479
139000 234.590136213
140000 234.350052476
141000 234.644505869
142000 234.363006884
143000 234.590464481
144000 234.437968919
145000 234.847771559
146000 234.655277889
147000 234.818573183
148000 234.890768595
149000 234.850956793
150000 234.928897036
151000 234.764186737
152000 235.021640123
153000 234.75004788
154000 235.023029745
155000 234.836706307
156000 235.102363251
157000 235.016594812
158000 234.984635401
159000 234.911699102
160000 234.905072964
161000 234.958387388
162000 234.927120726
163000 235.122061701
164000 234.899743884
165000 234.982208941
166000 234.919457422
167000 234.994871679
168000 234.83735407
169000 234.967060407
170000 234.714031393
171000 235.009033838
172000 234.966901637
173000 235.105494759
174000 234.952055641
175000 235.057354715
176000 235.119209091
177000 235.134386026
178000 235.361350456
179000 235.200537383
180000 235.224657821
181000 235.212632762
182000 235.380968826
183000 235.320259094
184000 235.382580937
185000 235.410951462
186000 235.405160772
187000 235.418142154
188000 235.423300122
189000 235.357113671
190000 235.140262612
191000 234.936815984
192000 234.868631947
193000 235.026982009
194000 235.045332024
195000 235.040965946
196000 235.060875788
197000 235.011109309
198000 235.302674251
199000 235.267597531
200000 235.38451149
201000 235.560540945
202000 235.589952327
203000 235.773756259
204000 235.648767327
205000 235.577483386
206000 235.523080727
207000 235.387558442
208000 235.506523862
209000 235.451575469
210000 235.630254248
211000 235.364912813
212000 235.574410898
213000 235.462496004
214000 235.734785681
215000 235.621170196
216000 235.578858164
217000 235.905974974
218000 235.791926769
219000 236.212513539
220000 235.947230102
221000 236.043423616
222000 235.882080414
223000 236.059605032
224000 235.987453686
225000 235.832034281
226000 236.092493209
227000 235.848186534
228000 236.085581691
229000 235.755748467
230000 235.887009765
231000 235.589739349
232000 235.817225459
233000 235.824237889
234000 235.878748856
235000 236.098366392
236000 235.683096848
237000 235.923605095
238000 235.874390117
239000 236.234145075
240000 236.099250137
241000 235.925736737
242000 235.927368601
243000 235.670502741
244000 235.779264045
245000 235.522989478
246000 235.744580185
247000 235.627148891
248000 235.739547051
249000 235.638778189
250000 235.741842433
251000 235.910380048
252000 235.732954072
253000 235.951639875
254000 235.932034328
255000 236.177320143
256000 236.026938958
257000 236.146494984
258000 236.293466958
259000 236.143190787
260000 236.208690371
261000 236.105300529
262000 236.14289659
263000 236.186539999
264000 235.938308847
265000 236.194393376
266000 236.056682948
267000 236.106117541
268000 236.093219
269000 235.875511796
270000 236.045233876
271000 235.936571376
272000 236.270568331
273000 236.065094432
274000 236.092497715
275000 235.94311207
276000 236.063457086
277000 236.050837954
278000 236.165945961
279000 236.09325152
280000 236.102339711
281000 236.164980931
282000 236.016485797
283000 236.214243664
284000 236.041849206
285000 236.250967247
286000 236.160229504
287000 236.429851374
288000 236.414274902
289000 236.371620967
290000 236.442890234
291000 236.149834398
292000 236.508279104
293000 236.196633904
294000 236.508271903
295000 236.290615238
296000 236.552220364
297000 236.306218158
298000 236.243419103
299000 236.310791322
300000 236.308900722
301000 236.358091312
302000 236.093233482
303000 236.202391095
304000 236.060663827
305000 236.300970434
306000 236.326829757
307000 236.351742716
308000 236.382893736
309000 236.404312641
310000 236.576115985
311000 236.415366549
312000 236.450104825
313000 236.321747447
314000 236.356359301
315000 236.481787432
316000 236.477661277
317000 236.524135375
318000 236.567434958
319000 236.575662285
320000 236.589874611
321000 236.474028037
322000 236.575628658
323000 236.484638501
324000 236.485962757
325000 236.496811838
326000 236.30986469
327000 236.334726301
328000 236.288019719
329000 236.311648027
330000 236.2128437
331000 236.289876378
332000 236.291842976
333000 236.457232507
334000 236.806855663
335000 236.638644161
336000 236.769627911
337000 236.808592068
338000 236.800199203
339000 236.629593981
340000 236.493130966
341000 236.563173004
342000 236.492959637
343000 236.574248966
344000 236.45696645
345000 236.557240574
346000 236.452998428
347000 236.56350325
348000 236.596411476
349000 236.582242324
350000 236.566265829
351000 236.558194321
352000 236.637666741
353000 236.643623607
354000 236.875103397
355000 237.020821936
356000 237.042918836
357000 236.848576848
358000 236.821693131
359000 236.723641131
360000 236.696565374
361000 236.763317994
362000 236.688544802
363000 236.666338556
364000 236.693939009
365000 236.633844691
366000 236.696514403
367000 236.798128248
368000 237.070274941
369000 237.023820122
370000 236.970251286
371000 236.949365498
372000 236.676527319
373000 236.941655585
374000 236.641556181
375000 236.86435304
376000 236.758341992
377000 236.847455386
378000 236.956247591
379000 236.841063384
380000 237.031693703
381000 236.872154994
382000 236.93806296
383000 236.92002958
384000 236.601555493
385000 236.693423608
386000 236.644932679
387000 236.603890771
388000 236.60936954
389000 236.503041295
390000 236.616776409
391000 236.47684875
392000 236.607568607
393000 236.51058312
394000 236.612720511
395000 236.487661322
396000 236.575352191
397000 236.722282097
398000 236.642762181
399000 236.966264648
400000 236.589037276
401000 236.852352365
402000 236.66950317
403000 236.689461633
404000 236.739466331
405000 236.630036501
406000 237.050859929
407000 236.888882183
408000 237.150013269
409000 237.089423482
410000 237.154581427
411000 237.075805444
412000 237.077281396
413000 237.21674257
414000 237.096242195
415000 237.147877484
416000 237.121083824
417000 237.15158831
418000 237.073915244
419000 237.061496393
420000 236.935253504
421000 237.229341402
422000 237.240497625
423000 237.068033331
424000 237.101386001
425000 236.81613185
426000 236.969657394
427000 236.749182796
428000 236.959160461
429000 236.902184764
430000 237.008859927
431000 236.85829267
432000 236.800010037
433000 236.903357997
434000 236.627878821
435000 236.846705807
436000 236.725049155
437000 236.988441574
438000 236.974299121
439000 237.114115731
440000 237.052449848
441000 237.092853212
442000 237.357613932
443000 236.976301034
444000 237.093666434
445000 236.874250676
446000 236.905013287
447000 236.864496737
448000 236.727292925
449000 237.033379208
450000 236.743213878
451000 237.193887175
452000 236.820125793
453000 237.125249564
454000 237.12926737
455000 236.933527148
456000 237.124546542
457000 236.846699449
458000 237.117734398
459000 236.85556175
460000 237.051775205
461000 236.923575871
462000 237.152719836
463000 237.291379673
464000 237.06968659
465000 237.25303887
466000 236.951252118
467000 237.192829772
468000 237.018157847
469000 237.169905888
470000 237.203868577
471000 237.094827431
472000 237.105890213
473000 236.944715006
474000 237.103732275
475000 236.822302982
476000 236.937016853
477000 236.932810871
478000 236.982971265
479000 237.124281085
480000 237.02076396
481000 237.158959489
482000 236.947215563
483000 236.833006799
484000 236.775440974
485000 236.689069182
486000 236.887085876
487000 236.747628255
488000 236.890231867
489000 236.948949132
490000 237.111803824
491000 236.978559941
492000 237.145832798
493000 237.321562358
494000 237.148012453
495000 237.383231636
496000 237.095670267
497000 237.530914778
498000 237.363175484
499000 237.491418397
500000 237.272394113
501000 237.138064869
502000 237.291456914
503000 236.869315407
504000 237.242024895
505000 236.645793757
506000 237.195155796
507000 236.928584315
508000 237.101229963
509000 237.273336002
510000 237.016546653
511000 237.281479069
512000 236.839470084
513000 237.103575345
514000 236.893832826
515000 236.923258824
516000 237.12870362
517000 236.980661042
518000 237.319359989
519000 236.942330197
520000 237.33326207
521000 237.099964114
522000 237.271533712
523000 237.330361471
524000 237.259374402
525000 237.20030456
526000 237.206752336
527000 237.124365998
528000 237.090661442
529000 237.252474479
530000 237.074902682
531000 237.412528698
532000 237.284984222
533000 237.463157554
534000 237.371471938
535000 237.584536383
536000 237.389606051
537000 237.153155205
538000 237.106176046
539000 236.96071616
540000 237.21010872
541000 236.900629268
542000 237.244883662
543000 237.340638391
544000 237.597037968
545000 237.433664513
546000 237.560207934
547000 237.53451078
548000 237.310745196
549000 237.448847818
550000 237.116911117
551000 237.352689159
552000 237.179505162
553000 237.234067418
554000 237.128971845
555000 237.044908311
556000 237.306308387
557000 237.127553947
558000 237.438684327
559000 237.108518311
560000 237.320878272
561000 237.165729621
562000 237.179316712
563000 237.180089822
564000 237.14076781
565000 237.531778935
566000 236.990158697
567000 237.48805905
568000 236.884672424
569000 237.398900375
570000 237.251954753
571000 237.392161472
572000 237.664375618
573000 237.261144866
574000 237.650272035
575000 237.30676449
576000 237.882490683
577000 237.637701194
578000 237.601564934
579000 237.70072187
580000 237.097667916
581000 237.620968575
582000 237.195311312
583000 237.501221416
584000 237.187863283
585000 237.281456529
586000 237.505299363
587000 237.127665887
588000 237.604870283
589000 237.133188608
590000 237.441822948
591000 237.005330641
592000 236.960878639
593000 237.072871581
594000 236.948896466
595000 237.287000654
596000 237.062864455
597000 237.260375715
598000 237.076864637
599000 237.258121606
600000 237.314529602
